customer_id,customer_name,segment,recency,frequency,monetary,total_profit,total_quantity,first_order_date,last_order_date,aov,profit_margin_pct,r_score,f_score,m_score,rfm_score,rfm_combined_score,rfm_segment
SW-20755,Steven Ward,Corporate,534,2,758.6959999999999,68.2416,27,2014-11-02,2016-07-14,379.35,8.99,1,1,1,111,3,Lost Customers
SZ-20035,Sam Zeldin,Home Office,35,11,3625.329,366.43030000000005,69,2014-09-07,2017-11-25,329.58,10.11,4,5,4,454,13,Champions
TA-21385,Tom Ashbrook,Home Office,69,4,14595.62,4703.7883,36,2014-09-12,2017-10-22,3648.9,32.23,3,2,5,325,10,Hibernating
TB-21055,Ted Butterfield,Consumer,119,5,1467.881,390.2113,66,2016-06-17,2017-09-02,293.58,26.58,2,2,2,222,6,Lost Customers
TB-21175,Thomas Boland,Corporate,58,4,3589.296,829.1635,36,2014-12-08,2017-11-02,897.32,23.1,3,2,4,324,9,Hibernating
TB-21190,Thomas Brumley,Home Office,49,4,816.1740000000001,179.0038,23,2014-12-27,2017-11-11,204.04,21.93,4,2,1,421,7,Need Attention
TB-21250,Tim Brockman,Consumer,349,7,1602.376,260.6155,74,2014-12-08,2017-01-15,228.91,16.26,1,4,2,142,7,Hibernating
TB-21280,Toby Braunhardt,Consumer,583,6,2198.45,490.9567,35,2014-06-21,2016-05-26,366.41,22.33,1,3,3,133,7,At Risk
TB-21355,Todd Boyes,Corporate,146,5,834.328,268.967,44,2016-01-25,2017-08-06,166.87,32.24,2,2,1,221,5,Lost Customers
TB-21400,Tom Boeckenhauer,Consumer,202,7,9133.99,2798.3689,55,2014-01-21,2017-06-11,1304.86,30.64,2,4,5,245,11,At Risk
TB-21520,Tracy Blumstein,Consumer,107,9,4737.486,-1603.0451,85,2014-10-17,2017-09-14,526.39,-33.84,2,5,5,255,12,At Risk
TB-21595,Troy Blackwell,Consumer,285,5,1387.559,-136.4091,29,2014-02-18,2017-03-20,277.51,-9.83,1,2,2,122,5,Lost Customers
TB-21625,Trudy Brown,Consumer,30,9,2797.668,379.882,60,2014-08-06,2017-11-30,310.85,13.58,4,5,4,454,13,Champions
TC-20980,Tamara Chand,Corporate,399,5,19052.218,8981.323900000001,42,2014-11-07,2016-11-26,3810.44,47.14,1,2,5,125,8,About to Sleep
TC-21145,Theresa Coyne,Corporate,106,1,1038.26,265.5332,17,2017-09-15,2017-09-15,1038.26,25.57,2,1,2,212,5,Lost Customers
TC-21295,Toby Carlisle,Consumer,27,8,4266.812,606.3727,63,2014-10-14,2017-12-03,533.35,14.21,4,4,4,444,12,Champions
TC-21475,Tony Chapman,Home Office,153,9,1244.976,119.104,45,2014-11-22,2017-07-30,138.33,9.57,2,5,2,252,9,Hibernating
TC-21535,Tracy Collins,Home Office,4,7,742.5580000000001,217.933,28,2014-11-03,2017-12-26,106.08,29.35,5,4,1,541,10,Hibernating
TD-20995,Tamara Dahlen,Consumer,37,9,1434.5480000000002,88.1897,67,2014-05-19,2017-11-23,159.39,6.15,4,5,2,452,11,Hibernating
TG-21310,Toby Gnade,Consumer,337,5,3058.372,682.1704,30,2015-03-09,2017-01-27,611.67,22.31,1,3,4,134,8,At Risk
TG-21640,Trudy Glocke,Consumer,114,4,2074.661,365.7205,50,2014-03-31,2017-09-07,518.67,17.63,2,2,3,223,7,About to Sleep
TH-21100,Thea Hendricks,Consumer,344,5,2422.824,-135.2125,29,2014-09-27,2017-01-20,484.56,-5.58,1,3,3,133,7,At Risk
TH-21115,Thea Hudgings,Corporate,58,4,2942.772,-252.5539,29,2014-09-23,2017-11-02,735.69,-8.58,3,2,4,324,9,Hibernating
TH-21235,Tiffany House,Corporate,117,8,1022.201,92.729,40,2014-11-04,2017-09-04,127.78,9.07,2,4,2,242,8,Hibernating
TH-21550,Tracy Hopkins,Home Office,72,7,4234.0960000000005,-571.9678,44,2014-04-05,2017-10-19,604.87,-13.51,3,4,4,344,11,Loyal Customers
TM-21010,Tamara Manning,Consumer,103,8,2955.2259999999997,573.3013,67,2014-02-21,2017-09-18,369.4,19.4,3,4,4,344,11,Loyal Customers
TM-21490,Tony Molinari,Consumer,130,3,1094.6779999999999,292.52099999999996,12,2017-03-30,2017-08-22,364.89,26.72,2,1,2,212,5,Lost Customers
TN-21040,Tanja Norvell,Home Office,90,7,3130.221,-692.0452,48,2014-10-10,2017-10-01,447.17,-22.11,3,4,4,344,11,Loyal Customers
TP-21130,Theone Pippenger,Consumer,8,9,4454.0560000000005,1129.1261,55,2015-04-14,2017-12-22,494.9,25.35,5,5,5,555,15,Champions
TP-21415,Tom Prescott,Consumer,104,5,5329.0048,-1087.3898,39,2015-11-28,2017-09-17,1065.8,-20.41,2,3,5,235,10,At Risk
TP-21565,Tracy Poddar,Corporate,350,4,1936.6399999999999,139.22869999999995,48,2015-03-01,2017-01-14,484.16,7.19,1,2,3,123,6,About to Sleep
TR-21325,Toby Ritter,Consumer,193,5,675.9419999999999,220.36440000000002,22,2014-12-01,2017-06-20,135.19,32.6,2,3,1,231,6,Hibernating
TS-21085,Thais Sissman,Consumer,357,2,4.833,-3.3156,4,2015-07-19,2017-01-07,2.42,-68.6,1,1,1,111,3,Lost Customers
TS-21160,Theresa Swint,Corporate,504,6,2163.6240000000003,260.87440000000004,60,2014-04-23,2016-08-13,360.6,12.06,1,3,3,133,7,At Risk
TS-21205,Thomas Seio,Corporate,198,7,5371.09,862.8877,67,2014-03-21,2017-06-15,767.3,16.07,2,4,5,245,11,At Risk
TS-21340,Toby Swindell,Consumer,226,5,974.7819999999999,-184.97889999999998,51,2014-01-19,2017-05-18,194.96,-18.98,1,3,2,132,6,Hibernating
TS-21370,Todd Sumrall,Corporate,36,6,11891.751,2371.7144000000003,59,2014-10-28,2017-11-24,1981.96,19.94,4,3,5,435,12,Loyal Customers
TS-21430,Tom Stivers,Corporate,172,5,2054.14,48.70169999999999,31,2014-07-30,2017-07-11,410.83,2.37,2,3,3,233,8,At Risk
TS-21505,Tony Sayre,Consumer,11,6,2243.274,11.377899999999983,54,2014-12-20,2017-12-19,373.88,0.51,5,3,3,533,11,Loyal Customers
TS-21610,Troy Staebel,Consumer,55,7,2820.424,-294.6981,44,2014-08-16,2017-11-05,402.92,-10.45,3,4,4,344,11,Loyal Customers
TS-21655,Trudy Schmidt,Consumer,238,5,3368.094,220.91629999999998,52,2015-02-06,2017-05-06,673.62,6.56,1,3,4,134,8,At Risk
TT-21070,Ted Trevino,Consumer,31,7,4915.602,751.9567,66,2014-05-18,2017-11-29,702.23,15.3,4,4,5,445,13,Champions
TT-21220,Thomas Thornton,Consumer,183,8,1427.0439999999999,278.7371,55,2014-09-23,2017-06-30,178.38,19.53,2,4,2,242,8,Hibernating
TT-21265,Tim Taslimi,Corporate,406,3,439.5,93.9162,8,2015-08-15,2016-11-19,146.5,21.37,1,1,1,111,3,Lost Customers
TT-21460,Tonja Turnell,Home Office,12,7,5364.808,1124.4999,48,2015-12-08,2017-12-18,766.4,20.96,5,4,5,545,14,Champions
TW-21025,Tamara Willingham,Home Office,64,7,5278.826,737.3905,57,2014-12-22,2017-10-27,754.12,13.97,3,4,5,345,12,Loyal Customers
TZ-21580,Tracy Zic,Consumer,35,4,1707.286,224.8887,30,2014-11-11,2017-11-25,426.82,13.17,4,2,2,422,8,Potential Loyalists
VB-21745,Victoria Brennan,Corporate,54,6,2005.596,371.2398,37,2015-07-17,2017-11-06,334.27,18.51,3,3,3,333,9,Loyal Customers
VD-21670,Valerie Dominguez,Consumer,581,6,6442.254,1617.7874000000002,71,2014-08-04,2016-05-28,1073.71,25.11,1,3,5,135,9,At Risk
VF-21715,Vicky Freymann,Home Office,13,5,847.944,-96.27799999999999,35,2014-03-01,2017-12-17,169.59,-11.35,5,3,1,531,9,Hibernating
VG-21790,Vivek Gonzalez,Consumer,154,6,846.01,143.6268,32,2014-08-08,2017-07-29,141.0,16.98,2,3,1,231,6,Hibernating
VG-21805,Vivek Grady,Corporate,286,5,427.372,-52.333,16,2014-09-22,2017-03-19,85.47,-12.25,1,3,1,131,5,Hibernating
VM-21685,Valerie Mitchum,Home Office,54,7,2454.866,513.5269,37,2014-04-07,2017-11-06,350.7,20.92,3,4,3,343,10,Loyal Customers
VM-21835,Vivian Mathis,Consumer,117,5,380.69,116.6373,25,2014-03-22,2017-09-04,76.14,30.64,2,3,1,231,6,Hibernating
VP-21730,Victor Preis,Home Office,30,3,993.9019999999999,205.3888,18,2015-07-05,2017-11-30,331.3,20.66,4,1,2,412,7,Potential Loyalists
VP-21760,Victoria Pisteka,Corporate,75,7,3360.526,-1018.7768,65,2014-09-06,2017-10-16,480.08,-30.32,3,4,4,344,11,Loyal Customers
VS-21820,Vivek Sundaresam,Consumer,221,4,1055.981,-262.8093,38,2014-01-07,2017-05-23,264.0,-24.89,2,2,2,222,6,Lost Customers
VT-21700,Valerie Takahito,Home Office,1000,2,1736.596,-224.08889999999997,42,2014-06-06,2015-04-05,868.3,-12.9,1,1,2,112,4,Lost Customers
VW-21775,Victoria Wilson,Corporate,28,10,6134.0380000000005,-874.6645,77,2014-05-11,2017-12-02,613.4,-14.26,4,5,5,455,14,Champions
WB-21850,William Brown,Consumer,20,11,6160.102,714.3311,146,2014-11-04,2017-12-10,560.01,11.6,5,5,5,555,15,Champions
XP-21865,Xylona Preis,Consumer,43,11,2374.658,621.23,100,2014-01-20,2017-11-17,215.88,26.16,4,5,3,453,12,Loyal Customers
YC-21895,Yoseph Carroll,Corporate,4,5,5454.35,1305.629,31,2014-11-17,2017-12-26,1090.87,23.94,5,3,5,535,13,Loyal Customers
YS-21880,Yana Sorensen,Corporate,9,8,6720.4439999999995,1778.2923,58,2015-01-12,2017-12-21,840.06,26.46,5,4,5,545,14,Champions
ZC-21910,Zuschuss Carroll,Consumer,54,13,8025.707,-1032.1490000000001,105,2014-10-13,2017-11-06,617.36,-12.86,3,5,5,355,13,Loyal Customers
ZD-21925,Zuschuss Donatelli,Consumer,202,5,1493.944,249.1307,32,2014-08-27,2017-06-11,298.79,16.68,2,3,2,232,7,Hibernating
